uuid,group,qid,correct,time,total_time,S1_Q1,S1_Q2,S1_Q3,S1_Q4,S1_Q5,S1_Q6
5ae76eda46749a613db03adc,A,Q3,true,82962,1123425,3,2,1,3,1,1
5ae787bf46749a613db03add,A,D1,true,27924,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,D2,false,11835,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q13,false,31309,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q2,true,13449,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q12,false,26779,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q5,true,13045,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q15,true,20724,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q10,false,18642,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q18,false,10753,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q3,false,12583,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q11,true,20753,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q4,false,45355,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q6,true,10759,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q14,true,13660,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q1,false,13687,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q8,false,35267,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q7,true,13466,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q16,true,10051,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q9,false,10394,8153300,3,2,2,3,1,2
5ae787bf46749a613db03add,A,Q17,false,24947,8153300,3,2,2,3,1,2
5ae7bf8146749a613db03ade,B,D1,false,21337,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,D2,false,25142,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q11,true,17407,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q4,false,56618,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q8,false,25906,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q7,false,31,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q3,false,73017,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q2,true,34902,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q1,false,22259,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q16,true,66156,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q17,false,60341,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q14,false,20066,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q5,false,354,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q6,true,13565,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q12,false,68711,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q15,true,41525,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q10,false,49067,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q9,false,79088,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q13,false,34046,1037295,2,1,3,1,2,1
5ae7bf8146749a613db03ade,B,Q18,false,40355,1037295,2,1,3,1,2,1
5ae8184a46749a613db03adf,B,D1,true,12510,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,D2,true,15807,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q13,false,9626,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q12,false,11216,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q4,true,29287,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q6,true,21682,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q10,true,13835,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q8,true,51269,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q5,true,19922,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q3,false,15069,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q16,true,13501,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q18,true,20971,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q15,true,15734,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q9,true,19335,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q14,true,13810,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q7,true,15419,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q1,false,7602,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q2,true,12787,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q17,true,15487,586891,5,5,5,3,2,4
5ae8184a46749a613db03adf,B,Q11,true,12427,586891,5,5,5,3,2,4
5ae81ec846749a613db03ae0,A,D1,true,60538,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,D2,false,44609,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q17,false,60993,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q4,true,56061,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q11,true,37784,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q1,false,35283,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q5,true,30087,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q15,true,97828,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q8,true,54605,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q10,false,116014,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q6,true,13566,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q7,true,14124,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q12,false,32844,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q18,true,16256,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q14,true,13048,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q9,false,121550,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q16,true,17479,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q2,true,14294,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q13,true,31338,1273857,4,5,1,5,3,4
5ae81ec846749a613db03ae0,A,Q3,false,13233,1273857,4,5,1,5,3,4
5ae8294a46749a613db03ae1,B,D1,true,27387,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,D2,true,28624,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q12,false,31246,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q16,true,37272,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q17,false,21321,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q6,true,15892,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q8,false,39891,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q10,true,14721,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q5,true,16735,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q4,true,13606,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q7,true,30390,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q9,false,14594,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q1,true,12327,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q14,true,17997,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q11,true,14134,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q3,true,12457,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q2,true,10666,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q18,false,17207,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q15,true,13032,653681,3,2,2,1,1,3
5ae8294a46749a613db03ae1,B,Q13,false,10958,653681,3,2,2,1,1,3
5ae84f8646749a613db03ae2,A,D1,true,31338,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,D2,false,28188,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q6,true,28247,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q7,true,38220,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q17,false,39450,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q10,false,56262,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q2,true,29884,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q14,true,41794,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q15,true,24677,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q9,false,30782,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q4,false,54805,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q13,false,19566,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q12,false,49545,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q8,false,40923,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q18,true,16060,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q11,true,39989,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q16,true,23549,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q3,false,16188,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q1,false,13581,900637,2,2,1,1,3,1
5ae84f8646749a613db03ae2,A,Q5,true,21722,900637,2,2,1,1,3,1
5ae8719f46749a613db03ae3,B,D1,true,61077,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,D2,false,18642,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q2,true,28828,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q16,false,31243,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q8,false,46125,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q10,true,35070,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q15,true,32007,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q9,false,31384,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q3,false,16573,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q13,false,16710,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q4,false,20123,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q5,false,22809,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q11,true,11998,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q14,true,17324,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q7,true,8840,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q1,false,9183,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q12,true,26068,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q6,false,12536,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q17,false,13214,591932,1,1,1,1,1,1
5ae8719f46749a613db03ae3,B,Q18,false,19091,591932,1,1,1,1,1,1
5ae939e046749a613db03ae4,A,D1,false,37071,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,D2,true,25457,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q7,true,24780,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q2,false,11057,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q1,false,11080,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q16,true,14633,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q15,true,15642,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q10,false,13652,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q5,false,4095,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q4,false,1521,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q8,false,860,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q13,false,441,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q12,false,93,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q6,false,402,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q18,false,303,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q14,false,30,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q17,false,102,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q11,false,269,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q3,false,265,299026,4,2,2,3,1,4
5ae939e046749a613db03ae4,A,Q9,false,293,299026,4,2,2,3,1,4
5ae9463f46749a613db03ae5,B,D1,true,18630,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,D2,true,27682,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q5,true,14483,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q14,true,16975,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q11,true,24149,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q1,true,101850,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q18,true,46783,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q9,true,36943,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q17,true,19597,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q4,true,18097,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q12,true,17220,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q7,true,8918,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q2,true,9734,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q8,true,11959,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q10,true,14357,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q15,true,17221,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q13,true,16143,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q3,true,11427,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q6,true,8955,677341,2,3,3,1,1,1
5ae9463f46749a613db03ae5,B,Q16,true,11710,677341,2,3,3,1,1,1
5ae98d0c46749a613db03ae6,A,D1,true,7520,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,D2,false,18703,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q18,false,12870,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q9,false,20952,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q10,true,11945,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q3,true,9037,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q6,true,10905,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q12,false,8313,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q8,false,11383,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q16,false,15756,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q2,true,9210,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q11,true,8521,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q7,false,9327,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q14,false,19800,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q5,false,13830,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q1,true,9191,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q13,true,12142,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q4,false,14224,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q17,false,16248,312336,1,1,1,1,1,1
5ae98d0c46749a613db03ae6,A,Q15,false,14245,312336,1,1,1,1,1,1
5aea64e646749a613db03ae7,B,D1,true,19085,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,D2,true,32722,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q10,true,23843,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q11,true,19659,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q17,false,29604,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q2,true,45218,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q4,true,16527,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q3,true,15319,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q8,true,13778,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q18,true,22154,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q1,true,17552,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q14,false,19621,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q9,true,12317,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q16,true,23301,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q15,true,14192,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q12,true,16813,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q13,true,15909,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q5,true,23623,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q6,true,11305,2039390,3,1,1,1,1,4
5aea64e646749a613db03ae7,B,Q7,true,15552,2039390,3,1,1,1,1,4
5aeafb0f46749a613db03ae8,A,D1,true,30790,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,D2,false,26637,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q2,true,17201,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q3,false,42717,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q9,false,24257,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q12,false,26410,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q1,false,15270,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q11,true,39451,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q15,true,30890,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q7,true,11626,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q8,false,27095,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q13,false,14520,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q10,false,14198,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q4,false,14278,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q14,true,27165,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q17,true,12047,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q5,true,10779,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q16,true,16533,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q6,true,8838,581356,3,2,1,3,3,2
5aeafb0f46749a613db03ae8,A,Q18,true,8223,581356,3,2,1,3,3,2
5aeb553346749a613db03ae9,B,D1,true,28133,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,D2,true,75214,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q4,true,28048,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q14,true,24090,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q15,true,26616,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q9,false,17849,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q10,false,16162,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q17,true,20002,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q6,true,12593,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q5,true,12332,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q8,true,11652,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q18,true,19334,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q16,true,21793,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q11,true,13136,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q2,true,8575,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q12,true,14953,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q1,true,16324,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q7,true,14403,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q3,true,11896,773283,3,2,1,4,2,3
5aeb553346749a613db03ae9,B,Q13,true,12503,773283,3,2,1,4,2,3
5aeb726c46749a613db03aea,A,D1,true,11210,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,D2,true,16670,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q4,true,21078,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q5,true,16546,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q18,false,12777,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q12,false,18126,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q3,false,14581,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q10,false,24429,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q1,false,10797,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q8,true,17944,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q17,false,19449,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q14,true,18321,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q15,true,20185,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q7,true,11269,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q13,false,8188,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q16,true,17372,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q11,false,11052,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q6,true,19670,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q9,false,14673,501401,3,2,1,1,3,2
5aeb726c46749a613db03aea,A,Q2,true,9844,501401,3,2,1,1,3,2
5af03d7c46749a613db03aeb,B,D1,true,17770,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,D2,true,31918,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q2,true,19200,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q11,true,25592,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q3,true,57528,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q17,true,56052,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q15,true,23224,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q16,true,11392,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q9,false,43636,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q10,true,17450,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q12,false,99722,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q6,true,29610,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q18,true,20612,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q13,true,19652,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q8,true,34000,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q7,true,12448,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q1,true,15674,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q5,true,36496,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q4,false,14162,998658,3,4,3,2,4,3
5af03d7c46749a613db03aeb,B,Q14,true,13196,998658,3,4,3,2,4,3